"Strain","Plasmid","Replicate","RBS","Promoter","Media","well","time","OD600","row","column"
"","",NA,"","","","E6",50404.774,NA,"E",6
"","",NA,"","","","E7",50404.774,NA,"E",7
"","",NA,"","","","E8",50404.774,NA,"E",8
"","",NA,"","","","E9",50404.774,NA,"E",9
"","",NA,"","","","E10",50404.774,NA,"E",10
"","",NA,"","","","E11",50404.774,NA,"E",11
"","",NA,"","","","E12",50404.774,NA,"E",12
"","",NA,"","","","F1",50404.774,NA,"F",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9sa","F2",50404.774,1.4159,"F",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9sa","F3",50404.774,1.4565,"F",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9sa","F4",50404.774,1.2323,"F",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9sa","F5",50404.774,1.7052,"F",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9sa","F6",50404.774,1.305,"F",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9sa","F7",50404.774,1.2607,"F",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9sa","F8",50404.774,1.3184,"F",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9sa","F9",50404.774,1.3472,"F",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9sa","F10",50404.774,1.4473,"F",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9sa","F11",50404.774,1.0847,"F",11
"","",NA,"","","","F12",50404.774,NA,"F",12
"","",NA,"","","","G1",50404.774,NA,"G",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9sa","G2",50404.774,1.4561,"G",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9sa","G3",50404.774,1.4598,"G",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9sa","G4",50404.774,1.3949,"G",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9sa","G5",50404.774,1.681,"G",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9sa","G6",50404.774,1.2751,"G",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9sa","G7",50404.774,1.257,"G",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9sa","G8",50404.774,1.2205,"G",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9sa","G9",50404.774,1.1329,"G",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9sa","G10",50404.774,1.1527,"G",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9sa","G11",50404.774,1.1162,"G",11
"","",NA,"","","","G12",50404.774,NA,"G",12
"","",NA,"","","","H1",50404.774,NA,"H",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9sa","H2",50404.774,1.3985,"H",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9sa","H3",50404.774,1.406,"H",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9sa","H4",50404.774,1.2476,"H",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9sa","H5",50404.774,1.6674,"H",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9sa","H6",50404.774,1.2015,"H",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9sa","H7",50404.774,1.0684,"H",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9sa","H8",50404.774,0.9582,"H",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9sa","H9",50404.774,0.8,"H",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9sa","H10",50404.774,0.7071,"H",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9sa","H11",50404.774,0.8529,"H",11
"","",NA,"","","","H12",50404.774,NA,"H",12
"","",NA,"","","","A1",50977.593,NA,"A",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9C","A2",50977.593,1.3828,"A",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9C","A3",50977.593,1.4028,"A",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9C","A4",50977.593,1.2465,"A",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9C","A5",50977.593,1.706,"A",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9C","A6",50977.593,1.7278,"A",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9C","A7",50977.593,1.5593,"A",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9C","A8",50977.593,1.5613,"A",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9C","A9",50977.593,1.3201,"A",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9C","A10",50977.593,1.8101,"A",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9C","A11",50977.593,1.714,"A",11
"","",NA,"","","","A12",50977.593,NA,"A",12
"","",NA,"","","","B1",50977.593,NA,"B",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9C","B2",50977.593,1.4642,"B",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9C","B3",50977.593,1.4758,"B",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9C","B4",50977.593,1.4362,"B",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9C","B5",50977.593,1.8027,"B",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9C","B6",50977.593,1.759,"B",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9C","B7",50977.593,1.573,"B",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9C","B8",50977.593,1.657,"B",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9C","B9",50977.593,1.6378,"B",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9C","B10",50977.593,1.7754,"B",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9C","B11",50977.593,1.6367,"B",11
"","",NA,"","","","B12",50977.593,NA,"B",12
"","",NA,"","","","C1",50977.593,NA,"C",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9C","C2",50977.593,1.4983,"C",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9C","C3",50977.593,1.4621,"C",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9C","C4",50977.593,1.4737,"C",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9C","C5",50977.593,1.7423,"C",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9C","C6",50977.593,1.5738,"C",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9C","C7",50977.593,1.5993,"C",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9C","C8",50977.593,1.6064,"C",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9C","C9",50977.593,1.6273,"C",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9C","C10",50977.593,1.7488,"C",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9C","C11",50977.593,1.6198,"C",11
"","",NA,"","","","C12",50977.593,NA,"C",12
"","",NA,"","","","D1",50977.593,NA,"D",1
"","",NA,"","","","D2",50977.593,NA,"D",2
"","",NA,"","","","D3",50977.593,NA,"D",3
"","",NA,"","","","D4",50977.593,NA,"D",4
"","",NA,"","","","D5",50977.593,NA,"D",5
"","",NA,"","","","D6",50977.593,NA,"D",6
"","",NA,"","","","D7",50977.593,NA,"D",7
"","",NA,"","","","D8",50977.593,NA,"D",8
"","",NA,"","","","D9",50977.593,NA,"D",9
"","",NA,"","","","D10",50977.593,NA,"D",10
"","",NA,"","","","D11",50977.593,NA,"D",11
"","",NA,"","","","D12",50977.593,NA,"D",12
"","",NA,"","","","E1",50977.593,NA,"E",1
"","",NA,"","","","E2",50977.593,NA,"E",2
"","",NA,"","","","E3",50977.593,NA,"E",3
"","",NA,"","","","E4",50977.593,NA,"E",4
"","",NA,"","","","E5",50977.593,NA,"E",5
"","",NA,"","","","E6",50977.593,NA,"E",6
"","",NA,"","","","E7",50977.593,NA,"E",7
"","",NA,"","","","E8",50977.593,NA,"E",8
"","",NA,"","","","E9",50977.593,NA,"E",9
"","",NA,"","","","E10",50977.593,NA,"E",10
"","",NA,"","","","E11",50977.593,NA,"E",11
"","",NA,"","","","E12",50977.593,NA,"E",12
"","",NA,"","","","F1",50977.593,NA,"F",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9sa","F2",50977.593,1.4096,"F",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9sa","F3",50977.593,1.456,"F",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9sa","F4",50977.593,1.245,"F",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9sa","F5",50977.593,1.7062,"F",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9sa","F6",50977.593,1.3059,"F",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9sa","F7",50977.593,1.2675,"F",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9sa","F8",50977.593,1.3237,"F",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9sa","F9",50977.593,1.3505,"F",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9sa","F10",50977.593,1.4487,"F",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9sa","F11",50977.593,1.0858,"F",11
"","",NA,"","","","F12",50977.593,NA,"F",12
"","",NA,"","","","G1",50977.593,NA,"G",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9sa","G2",50977.593,1.4591,"G",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9sa","G3",50977.593,1.4552,"G",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9sa","G4",50977.593,1.3986,"G",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9sa","G5",50977.593,1.6857,"G",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9sa","G6",50977.593,1.2795,"G",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9sa","G7",50977.593,1.2621,"G",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9sa","G8",50977.593,1.2254,"G",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9sa","G9",50977.593,1.1373,"G",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9sa","G10",50977.593,1.158,"G",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9sa","G11",50977.593,1.1203,"G",11
"","",NA,"","","","G12",50977.593,NA,"G",12
"","",NA,"","","","H1",50977.593,NA,"H",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9sa","H2",50977.593,1.3936,"H",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9sa","H3",50977.593,1.4009,"H",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9sa","H4",50977.593,1.2591,"H",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9sa","H5",50977.593,1.6702,"H",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9sa","H6",50977.593,1.2081,"H",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9sa","H7",50977.593,1.0777,"H",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9sa","H8",50977.593,0.9684,"H",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9sa","H9",50977.593,0.8051,"H",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9sa","H10",50977.593,0.7047,"H",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9sa","H11",50977.593,0.8555,"H",11
"","",NA,"","","","H12",50977.593,NA,"H",12
"","",NA,"","","","A1",51550.418,NA,"A",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9C","A2",51550.418,1.2998,"A",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9C","A3",51550.418,1.4001,"A",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9C","A4",51550.418,1.2334,"A",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9C","A5",51550.418,1.7083,"A",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9C","A6",51550.418,1.7291,"A",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9C","A7",51550.418,1.558,"A",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9C","A8",51550.418,1.5606,"A",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9C","A9",51550.418,1.3147,"A",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9C","A10",51550.418,1.8106,"A",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9C","A11",51550.418,1.7117,"A",11
"","",NA,"","","","A12",51550.418,NA,"A",12
"","",NA,"","","","B1",51550.418,NA,"B",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9C","B2",51550.418,1.4703,"B",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9C","B3",51550.418,1.4691,"B",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9C","B4",51550.418,1.4415,"B",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9C","B5",51550.418,1.8024,"B",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9C","B6",51550.418,1.76,"B",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9C","B7",51550.418,1.5689,"B",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9C","B8",51550.418,1.6549,"B",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9C","B9",51550.418,1.6398,"B",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9C","B10",51550.418,1.7746,"B",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9C","B11",51550.418,1.6358,"B",11
"","",NA,"","","","B12",51550.418,NA,"B",12
"","",NA,"","","","C1",51550.418,NA,"C",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9C","C2",51550.418,1.4934,"C",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9C","C3",51550.418,1.4639,"C",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9C","C4",51550.418,1.4773,"C",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9C","C5",51550.418,1.7441,"C",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9C","C6",51550.418,1.5788,"C",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9C","C7",51550.418,1.5978,"C",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9C","C8",51550.418,1.6049,"C",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9C","C9",51550.418,1.6267,"C",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9C","C10",51550.418,1.7479,"C",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9C","C11",51550.418,1.6258,"C",11
"","",NA,"","","","C12",51550.418,NA,"C",12
"","",NA,"","","","D1",51550.418,NA,"D",1
"","",NA,"","","","D2",51550.418,NA,"D",2
"","",NA,"","","","D3",51550.418,NA,"D",3
"","",NA,"","","","D4",51550.418,NA,"D",4
"","",NA,"","","","D5",51550.418,NA,"D",5
"","",NA,"","","","D6",51550.418,NA,"D",6
"","",NA,"","","","D7",51550.418,NA,"D",7
"","",NA,"","","","D8",51550.418,NA,"D",8
"","",NA,"","","","D9",51550.418,NA,"D",9
"","",NA,"","","","D10",51550.418,NA,"D",10
"","",NA,"","","","D11",51550.418,NA,"D",11
"","",NA,"","","","D12",51550.418,NA,"D",12
"","",NA,"","","","E1",51550.418,NA,"E",1
"","",NA,"","","","E2",51550.418,NA,"E",2
"","",NA,"","","","E3",51550.418,NA,"E",3
"","",NA,"","","","E4",51550.418,NA,"E",4
"","",NA,"","","","E5",51550.418,NA,"E",5
"","",NA,"","","","E6",51550.418,NA,"E",6
"","",NA,"","","","E7",51550.418,NA,"E",7
"","",NA,"","","","E8",51550.418,NA,"E",8
"","",NA,"","","","E9",51550.418,NA,"E",9
"","",NA,"","","","E10",51550.418,NA,"E",10
"","",NA,"","","","E11",51550.418,NA,"E",11
"","",NA,"","","","E12",51550.418,NA,"E",12
"","",NA,"","","","F1",51550.418,NA,"F",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9sa","F2",51550.418,1.3977,"F",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9sa","F3",51550.418,1.4544,"F",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9sa","F4",51550.418,1.2626,"F",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9sa","F5",51550.418,1.7091,"F",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9sa","F6",51550.418,1.3088,"F",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9sa","F7",51550.418,1.2739,"F",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9sa","F8",51550.418,1.3281,"F",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9sa","F9",51550.418,1.3539,"F",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9sa","F10",51550.418,1.4565,"F",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9sa","F11",51550.418,1.086,"F",11
"","",NA,"","","","F12",51550.418,NA,"F",12
"","",NA,"","","","G1",51550.418,NA,"G",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9sa","G2",51550.418,1.4575,"G",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9sa","G3",51550.418,1.4565,"G",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9sa","G4",51550.418,1.4031,"G",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9sa","G5",51550.418,1.6913,"G",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9sa","G6",51550.418,1.285,"G",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9sa","G7",51550.418,1.2676,"G",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9sa","G8",51550.418,1.2306,"G",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9sa","G9",51550.418,1.1428,"G",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9sa","G10",51550.418,1.1695,"G",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9sa","G11",51550.418,1.1297,"G",11
"","",NA,"","","","G12",51550.418,NA,"G",12
"","",NA,"","","","H1",51550.418,NA,"H",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9sa","H2",51550.418,1.391,"H",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9sa","H3",51550.418,1.3951,"H",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9sa","H4",51550.418,1.2728,"H",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9sa","H5",51550.418,1.671,"H",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9sa","H6",51550.418,1.2137,"H",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9sa","H7",51550.418,1.0854,"H",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9sa","H8",51550.418,0.9759,"H",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9sa","H9",51550.418,0.8094,"H",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9sa","H10",51550.418,0.7136,"H",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9sa","H11",51550.418,0.8603,"H",11
"","",NA,"","","","H12",51550.418,NA,"H",12
"","",NA,"","","","A1",52123.209,NA,"A",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9C","A2",52123.209,1.3343,"A",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9C","A3",52123.209,1.3935,"A",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9C","A4",52123.209,1.2268,"A",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9C","A5",52123.209,1.7117,"A",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9C","A6",52123.209,1.728,"A",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9C","A7",52123.209,1.5554,"A",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9C","A8",52123.209,1.5582,"A",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9C","A9",52123.209,1.3112,"A",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9C","A10",52123.209,1.8109,"A",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9C","A11",52123.209,1.709,"A",11
"","",NA,"","","","A12",52123.209,NA,"A",12
"","",NA,"","","","B1",52123.209,NA,"B",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9C","B2",52123.209,1.458,"B",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9C","B3",52123.209,1.4638,"B",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9C","B4",52123.209,1.4444,"B",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9C","B5",52123.209,1.8005,"B",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9C","B6",52123.209,1.7613,"B",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9C","B7",52123.209,1.5657,"B",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9C","B8",52123.209,1.6541,"B",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9C","B9",52123.209,1.6363,"B",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9C","B10",52123.209,1.7712,"B",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9C","B11",52123.209,1.6122,"B",11
"","",NA,"","","","B12",52123.209,NA,"B",12
"","",NA,"","","","C1",52123.209,NA,"C",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9C","C2",52123.209,1.4839,"C",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9C","C3",52123.209,1.4615,"C",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9C","C4",52123.209,1.4833,"C",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9C","C5",52123.209,1.7452,"C",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9C","C6",52123.209,1.5795,"C",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9C","C7",52123.209,1.5969,"C",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9C","C8",52123.209,1.6032,"C",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9C","C9",52123.209,1.6259,"C",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9C","C10",52123.209,1.7452,"C",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9C","C11",52123.209,1.6333,"C",11
"","",NA,"","","","C12",52123.209,NA,"C",12
"","",NA,"","","","D1",52123.209,NA,"D",1
"","",NA,"","","","D2",52123.209,NA,"D",2
"","",NA,"","","","D3",52123.209,NA,"D",3
"","",NA,"","","","D4",52123.209,NA,"D",4
"","",NA,"","","","D5",52123.209,NA,"D",5
"","",NA,"","","","D6",52123.209,NA,"D",6
"","",NA,"","","","D7",52123.209,NA,"D",7
"","",NA,"","","","D8",52123.209,NA,"D",8
"","",NA,"","","","D9",52123.209,NA,"D",9
"","",NA,"","","","D10",52123.209,NA,"D",10
"","",NA,"","","","D11",52123.209,NA,"D",11
"","",NA,"","","","D12",52123.209,NA,"D",12
"","",NA,"","","","E1",52123.209,NA,"E",1
"","",NA,"","","","E2",52123.209,NA,"E",2
"","",NA,"","","","E3",52123.209,NA,"E",3
"","",NA,"","","","E4",52123.209,NA,"E",4
"","",NA,"","","","E5",52123.209,NA,"E",5
"","",NA,"","","","E6",52123.209,NA,"E",6
"","",NA,"","","","E7",52123.209,NA,"E",7
"","",NA,"","","","E8",52123.209,NA,"E",8
"","",NA,"","","","E9",52123.209,NA,"E",9
"","",NA,"","","","E10",52123.209,NA,"E",10
"","",NA,"","","","E11",52123.209,NA,"E",11
"","",NA,"","","","E12",52123.209,NA,"E",12
"","",NA,"","","","F1",52123.209,NA,"F",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9sa","F2",52123.209,1.3957,"F",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9sa","F3",52123.209,1.4548,"F",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9sa","F4",52123.209,1.2761,"F",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9sa","F5",52123.209,1.7159,"F",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9sa","F6",52123.209,1.3121,"F",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9sa","F7",52123.209,1.2802,"F",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9sa","F8",52123.209,1.3333,"F",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9sa","F9",52123.209,1.3585,"F",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9sa","F10",52123.209,1.4617,"F",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9sa","F11",52123.209,1.089,"F",11
"","",NA,"","","","F12",52123.209,NA,"F",12
"","",NA,"","","","G1",52123.209,NA,"G",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9sa","G2",52123.209,1.4547,"G",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9sa","G3",52123.209,1.4578,"G",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9sa","G4",52123.209,1.4074,"G",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9sa","G5",52123.209,1.695,"G",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9sa","G6",52123.209,1.2873,"G",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9sa","G7",52123.209,1.2722,"G",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9sa","G8",52123.209,1.2365,"G",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9sa","G9",52123.209,1.1478,"G",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9sa","G10",52123.209,1.1748,"G",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9sa","G11",52123.209,1.1349,"G",11
"","",NA,"","","","G12",52123.209,NA,"G",12
"","",NA,"","","","H1",52123.209,NA,"H",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9sa","H2",52123.209,1.389,"H",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9sa","H3",52123.209,1.3874,"H",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9sa","H4",52123.209,1.2885,"H",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9sa","H5",52123.209,1.675,"H",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9sa","H6",52123.209,1.219,"H",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9sa","H7",52123.209,1.0922,"H",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9sa","H8",52123.209,0.982,"H",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9sa","H9",52123.209,0.8131,"H",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9sa","H10",52123.209,0.7122,"H",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9sa","H11",52123.209,0.8593,"H",11
"","",NA,"","","","H12",52123.209,NA,"H",12
"","",NA,"","","","A1",52696.034,NA,"A",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9C","A2",52696.034,1.4232,"A",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9C","A3",52696.034,1.391,"A",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9C","A4",52696.034,1.2189,"A",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9C","A5",52696.034,1.7137,"A",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9C","A6",52696.034,1.7214,"A",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9C","A7",52696.034,1.5538,"A",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9C","A8",52696.034,1.5576,"A",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9C","A9",52696.034,1.3063,"A",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9C","A10",52696.034,1.8079,"A",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9C","A11",52696.034,1.7077,"A",11
"","",NA,"","","","A12",52696.034,NA,"A",12
"","",NA,"","","","B1",52696.034,NA,"B",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9C","B2",52696.034,1.4675,"B",2
