"Strain","Plasmid","Replicate","RBS","Promoter","Media","well","time","OD600","row","column"
"E.coli EW11","SKS46",2,"k0.75","P150","M9C","B3",52696.034,1.4596,"B",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9C","B4",52696.034,1.4465,"B",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9C","B5",52696.034,1.7998,"B",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9C","B6",52696.034,1.7638,"B",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9C","B7",52696.034,1.5621,"B",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9C","B8",52696.034,1.6538,"B",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9C","B9",52696.034,1.6363,"B",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9C","B10",52696.034,1.7712,"B",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9C","B11",52696.034,1.6044,"B",11
"","",NA,"","","","B12",52696.034,NA,"B",12
"","",NA,"","","","C1",52696.034,NA,"C",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9C","C2",52696.034,1.4639,"C",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9C","C3",52696.034,1.46,"C",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9C","C4",52696.034,1.4854,"C",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9C","C5",52696.034,1.7489,"C",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9C","C6",52696.034,1.5841,"C",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9C","C7",52696.034,1.5966,"C",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9C","C8",52696.034,1.6016,"C",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9C","C9",52696.034,1.6234,"C",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9C","C10",52696.034,1.7453,"C",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9C","C11",52696.034,1.6414,"C",11
"","",NA,"","","","C12",52696.034,NA,"C",12
"","",NA,"","","","D1",52696.034,NA,"D",1
"","",NA,"","","","D2",52696.034,NA,"D",2
"","",NA,"","","","D3",52696.034,NA,"D",3
"","",NA,"","","","D4",52696.034,NA,"D",4
"","",NA,"","","","D5",52696.034,NA,"D",5
"","",NA,"","","","D6",52696.034,NA,"D",6
"","",NA,"","","","D7",52696.034,NA,"D",7
"","",NA,"","","","D8",52696.034,NA,"D",8
"","",NA,"","","","D9",52696.034,NA,"D",9
"","",NA,"","","","D10",52696.034,NA,"D",10
"","",NA,"","","","D11",52696.034,NA,"D",11
"","",NA,"","","","D12",52696.034,NA,"D",12
"","",NA,"","","","E1",52696.034,NA,"E",1
"","",NA,"","","","E2",52696.034,NA,"E",2
"","",NA,"","","","E3",52696.034,NA,"E",3
"","",NA,"","","","E4",52696.034,NA,"E",4
"","",NA,"","","","E5",52696.034,NA,"E",5
"","",NA,"","","","E6",52696.034,NA,"E",6
"","",NA,"","","","E7",52696.034,NA,"E",7
"","",NA,"","","","E8",52696.034,NA,"E",8
"","",NA,"","","","E9",52696.034,NA,"E",9
"","",NA,"","","","E10",52696.034,NA,"E",10
"","",NA,"","","","E11",52696.034,NA,"E",11
"","",NA,"","","","E12",52696.034,NA,"E",12
"","",NA,"","","","F1",52696.034,NA,"F",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9sa","F2",52696.034,1.3959,"F",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9sa","F3",52696.034,1.4539,"F",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9sa","F4",52696.034,1.2875,"F",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9sa","F5",52696.034,1.7189,"F",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9sa","F6",52696.034,1.3147,"F",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9sa","F7",52696.034,1.2854,"F",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9sa","F8",52696.034,1.3381,"F",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9sa","F9",52696.034,1.3625,"F",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9sa","F10",52696.034,1.4651,"F",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9sa","F11",52696.034,1.0923,"F",11
"","",NA,"","","","F12",52696.034,NA,"F",12
"","",NA,"","","","G1",52696.034,NA,"G",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9sa","G2",52696.034,1.4322,"G",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9sa","G3",52696.034,1.4572,"G",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9sa","G4",52696.034,1.4117,"G",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9sa","G5",52696.034,1.6988,"G",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9sa","G6",52696.034,1.2908,"G",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9sa","G7",52696.034,1.2766,"G",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9sa","G8",52696.034,1.2415,"G",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9sa","G9",52696.034,1.1526,"G",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9sa","G10",52696.034,1.1825,"G",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9sa","G11",52696.034,1.1382,"G",11
"","",NA,"","","","G12",52696.034,NA,"G",12
"","",NA,"","","","H1",52696.034,NA,"H",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9sa","H2",52696.034,1.3872,"H",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9sa","H3",52696.034,1.3791,"H",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9sa","H4",52696.034,1.2961,"H",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9sa","H5",52696.034,1.677,"H",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9sa","H6",52696.034,1.2239,"H",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9sa","H7",52696.034,1.0986,"H",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9sa","H8",52696.034,0.988,"H",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9sa","H9",52696.034,0.8187,"H",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9sa","H10",52696.034,0.7169,"H",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9sa","H11",52696.034,0.8593,"H",11
"","",NA,"","","","H12",52696.034,NA,"H",12
"","",NA,"","","","A1",53268.885,NA,"A",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9C","A2",53268.885,1.3229,"A",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9C","A3",53268.885,1.3913,"A",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9C","A4",53268.885,1.2113,"A",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9C","A5",53268.885,1.711,"A",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9C","A6",53268.885,1.702,"A",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9C","A7",53268.885,1.5524,"A",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9C","A8",53268.885,1.5561,"A",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9C","A9",53268.885,1.3011,"A",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9C","A10",53268.885,1.8062,"A",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9C","A11",53268.885,1.707,"A",11
"","",NA,"","","","A12",53268.885,NA,"A",12
"","",NA,"","","","B1",53268.885,NA,"B",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9C","B2",53268.885,1.4653,"B",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9C","B3",53268.885,1.4554,"B",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9C","B4",53268.885,1.4461,"B",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9C","B5",53268.885,1.7971,"B",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9C","B6",53268.885,1.7646,"B",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9C","B7",53268.885,1.5578,"B",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9C","B8",53268.885,1.6518,"B",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9C","B9",53268.885,1.6348,"B",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9C","B10",53268.885,1.763,"B",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9C","B11",53268.885,1.6015,"B",11
"","",NA,"","","","B12",53268.885,NA,"B",12
"","",NA,"","","","C1",53268.885,NA,"C",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9C","C2",53268.885,1.4502,"C",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9C","C3",53268.885,1.4547,"C",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9C","C4",53268.885,1.4844,"C",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9C","C5",53268.885,1.7506,"C",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9C","C6",53268.885,1.5862,"C",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9C","C7",53268.885,1.5942,"C",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9C","C8",53268.885,1.5981,"C",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9C","C9",53268.885,1.6207,"C",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9C","C10",53268.885,1.7449,"C",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9C","C11",53268.885,1.6482,"C",11
"","",NA,"","","","C12",53268.885,NA,"C",12
"","",NA,"","","","D1",53268.885,NA,"D",1
"","",NA,"","","","D2",53268.885,NA,"D",2
"","",NA,"","","","D3",53268.885,NA,"D",3
"","",NA,"","","","D4",53268.885,NA,"D",4
"","",NA,"","","","D5",53268.885,NA,"D",5
"","",NA,"","","","D6",53268.885,NA,"D",6
"","",NA,"","","","D7",53268.885,NA,"D",7
"","",NA,"","","","D8",53268.885,NA,"D",8
"","",NA,"","","","D9",53268.885,NA,"D",9
"","",NA,"","","","D10",53268.885,NA,"D",10
"","",NA,"","","","D11",53268.885,NA,"D",11
"","",NA,"","","","D12",53268.885,NA,"D",12
"","",NA,"","","","E1",53268.885,NA,"E",1
"","",NA,"","","","E2",53268.885,NA,"E",2
"","",NA,"","","","E3",53268.885,NA,"E",3
"","",NA,"","","","E4",53268.885,NA,"E",4
"","",NA,"","","","E5",53268.885,NA,"E",5
"","",NA,"","","","E6",53268.885,NA,"E",6
"","",NA,"","","","E7",53268.885,NA,"E",7
"","",NA,"","","","E8",53268.885,NA,"E",8
"","",NA,"","","","E9",53268.885,NA,"E",9
"","",NA,"","","","E10",53268.885,NA,"E",10
"","",NA,"","","","E11",53268.885,NA,"E",11
"","",NA,"","","","E12",53268.885,NA,"E",12
"","",NA,"","","","F1",53268.885,NA,"F",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9sa","F2",53268.885,1.3963,"F",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9sa","F3",53268.885,1.4532,"F",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9sa","F4",53268.885,1.2982,"F",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9sa","F5",53268.885,1.7232,"F",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9sa","F6",53268.885,1.317,"F",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9sa","F7",53268.885,1.2908,"F",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9sa","F8",53268.885,1.3421,"F",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9sa","F9",53268.885,1.3681,"F",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9sa","F10",53268.885,1.469,"F",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9sa","F11",53268.885,1.0936,"F",11
"","",NA,"","","","F12",53268.885,NA,"F",12
"","",NA,"","","","G1",53268.885,NA,"G",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9sa","G2",53268.885,1.4309,"G",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9sa","G3",53268.885,1.4571,"G",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9sa","G4",53268.885,1.4163,"G",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9sa","G5",53268.885,1.7044,"G",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9sa","G6",53268.885,1.2935,"G",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9sa","G7",53268.885,1.2816,"G",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9sa","G8",53268.885,1.2463,"G",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9sa","G9",53268.885,1.1561,"G",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9sa","G10",53268.885,1.1891,"G",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9sa","G11",53268.885,1.1396,"G",11
"","",NA,"","","","G12",53268.885,NA,"G",12
"","",NA,"","","","H1",53268.885,NA,"H",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9sa","H2",53268.885,1.3907,"H",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9sa","H3",53268.885,1.3741,"H",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9sa","H4",53268.885,1.3078,"H",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9sa","H5",53268.885,1.6805,"H",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9sa","H6",53268.885,1.2296,"H",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9sa","H7",53268.885,1.1045,"H",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9sa","H8",53268.885,0.994,"H",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9sa","H9",53268.885,0.8219,"H",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9sa","H10",53268.885,0.7198,"H",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9sa","H11",53268.885,0.8644,"H",11
"","",NA,"","","","H12",53268.885,NA,"H",12
"","",NA,"","","","A1",53841.712,NA,"A",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9C","A2",53841.712,1.2851,"A",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9C","A3",53841.712,1.391,"A",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9C","A4",53841.712,1.2045,"A",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9C","A5",53841.712,1.7146,"A",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9C","A6",53841.712,1.7005,"A",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9C","A7",53841.712,1.5535,"A",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9C","A8",53841.712,1.556,"A",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9C","A9",53841.712,1.3,"A",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9C","A10",53841.712,1.8047,"A",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9C","A11",53841.712,1.7012,"A",11
"","",NA,"","","","A12",53841.712,NA,"A",12
"","",NA,"","","","B1",53841.712,NA,"B",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9C","B2",53841.712,1.4627,"B",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9C","B3",53841.712,1.4517,"B",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9C","B4",53841.712,1.4446,"B",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9C","B5",53841.712,1.7952,"B",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9C","B6",53841.712,1.7662,"B",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9C","B7",53841.712,1.5535,"B",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9C","B8",53841.712,1.6511,"B",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9C","B9",53841.712,1.6328,"B",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9C","B10",53841.712,1.7625,"B",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9C","B11",53841.712,1.5986,"B",11
"","",NA,"","","","B12",53841.712,NA,"B",12
"","",NA,"","","","C1",53841.712,NA,"C",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9C","C2",53841.712,1.4578,"C",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9C","C3",53841.712,1.452,"C",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9C","C4",53841.712,1.4835,"C",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9C","C5",53841.712,1.7485,"C",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9C","C6",53841.712,1.5951,"C",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9C","C7",53841.712,1.5924,"C",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9C","C8",53841.712,1.5957,"C",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9C","C9",53841.712,1.6186,"C",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9C","C10",53841.712,1.7434,"C",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9C","C11",53841.712,1.6537,"C",11
"","",NA,"","","","C12",53841.712,NA,"C",12
"","",NA,"","","","D1",53841.712,NA,"D",1
"","",NA,"","","","D2",53841.712,NA,"D",2
"","",NA,"","","","D3",53841.712,NA,"D",3
"","",NA,"","","","D4",53841.712,NA,"D",4
"","",NA,"","","","D5",53841.712,NA,"D",5
"","",NA,"","","","D6",53841.712,NA,"D",6
"","",NA,"","","","D7",53841.712,NA,"D",7
"","",NA,"","","","D8",53841.712,NA,"D",8
"","",NA,"","","","D9",53841.712,NA,"D",9
"","",NA,"","","","D10",53841.712,NA,"D",10
"","",NA,"","","","D11",53841.712,NA,"D",11
"","",NA,"","","","D12",53841.712,NA,"D",12
"","",NA,"","","","E1",53841.712,NA,"E",1
"","",NA,"","","","E2",53841.712,NA,"E",2
"","",NA,"","","","E3",53841.712,NA,"E",3
"","",NA,"","","","E4",53841.712,NA,"E",4
"","",NA,"","","","E5",53841.712,NA,"E",5
"","",NA,"","","","E6",53841.712,NA,"E",6
"","",NA,"","","","E7",53841.712,NA,"E",7
"","",NA,"","","","E8",53841.712,NA,"E",8
"","",NA,"","","","E9",53841.712,NA,"E",9
"","",NA,"","","","E10",53841.712,NA,"E",10
"","",NA,"","","","E11",53841.712,NA,"E",11
"","",NA,"","","","E12",53841.712,NA,"E",12
"","",NA,"","","","F1",53841.712,NA,"F",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9sa","F2",53841.712,1.4012,"F",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9sa","F3",53841.712,1.4505,"F",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9sa","F4",53841.712,1.3077,"F",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9sa","F5",53841.712,1.7261,"F",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9sa","F6",53841.712,1.319,"F",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9sa","F7",53841.712,1.295,"F",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9sa","F8",53841.712,1.3463,"F",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9sa","F9",53841.712,1.3714,"F",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9sa","F10",53841.712,1.4711,"F",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9sa","F11",53841.712,1.0959,"F",11
"","",NA,"","","","F12",53841.712,NA,"F",12
"","",NA,"","","","G1",53841.712,NA,"G",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9sa","G2",53841.712,1.4181,"G",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9sa","G3",53841.712,1.4584,"G",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9sa","G4",53841.712,1.4189,"G",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9sa","G5",53841.712,1.709,"G",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9sa","G6",53841.712,1.2955,"G",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9sa","G7",53841.712,1.2867,"G",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9sa","G8",53841.712,1.2506,"G",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9sa","G9",53841.712,1.1603,"G",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9sa","G10",53841.712,1.1952,"G",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9sa","G11",53841.712,1.1392,"G",11
"","",NA,"","","","G12",53841.712,NA,"G",12
"","",NA,"","","","H1",53841.712,NA,"H",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9sa","H2",53841.712,1.5321,"H",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9sa","H3",53841.712,1.3707,"H",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9sa","H4",53841.712,1.3158,"H",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9sa","H5",53841.712,1.683,"H",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9sa","H6",53841.712,1.2346,"H",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9sa","H7",53841.712,1.1123,"H",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9sa","H8",53841.712,1.0005,"H",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9sa","H9",53841.712,0.827,"H",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9sa","H10",53841.712,0.7217,"H",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9sa","H11",53841.712,0.8696,"H",11
"","",NA,"","","","H12",53841.712,NA,"H",12
"","",NA,"","","","A1",54414.512,NA,"A",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9C","A2",54414.512,1.337,"A",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9C","A3",54414.512,1.3866,"A",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9C","A4",54414.512,1.2,"A",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9C","A5",54414.512,1.7151,"A",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9C","A6",54414.512,1.6956,"A",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9C","A7",54414.512,1.5517,"A",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9C","A8",54414.512,1.5536,"A",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9C","A9",54414.512,1.2948,"A",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9C","A10",54414.512,1.8048,"A",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9C","A11",54414.512,1.6953,"A",11
"","",NA,"","","","A12",54414.512,NA,"A",12
"","",NA,"","","","B1",54414.512,NA,"B",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9C","B2",54414.512,1.4526,"B",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9C","B3",54414.512,1.4503,"B",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9C","B4",54414.512,1.4473,"B",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9C","B5",54414.512,1.796,"B",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9C","B6",54414.512,1.7678,"B",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9C","B7",54414.512,1.5493,"B",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9C","B8",54414.512,1.6505,"B",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9C","B9",54414.512,1.6326,"B",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9C","B10",54414.512,1.7648,"B",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9C","B11",54414.512,1.5951,"B",11
"","",NA,"","","","B12",54414.512,NA,"B",12
"","",NA,"","","","C1",54414.512,NA,"C",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9C","C2",54414.512,1.4481,"C",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9C","C3",54414.512,1.4486,"C",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9C","C4",54414.512,1.4835,"C",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9C","C5",54414.512,1.7499,"C",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9C","C6",54414.512,1.6042,"C",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9C","C7",54414.512,1.5924,"C",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9C","C8",54414.512,1.5946,"C",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9C","C9",54414.512,1.6186,"C",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9C","C10",54414.512,1.7408,"C",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9C","C11",54414.512,1.663,"C",11
"","",NA,"","","","C12",54414.512,NA,"C",12
"","",NA,"","","","D1",54414.512,NA,"D",1
"","",NA,"","","","D2",54414.512,NA,"D",2
"","",NA,"","","","D3",54414.512,NA,"D",3
"","",NA,"","","","D4",54414.512,NA,"D",4
"","",NA,"","","","D5",54414.512,NA,"D",5
"","",NA,"","","","D6",54414.512,NA,"D",6
"","",NA,"","","","D7",54414.512,NA,"D",7
"","",NA,"","","","D8",54414.512,NA,"D",8
"","",NA,"","","","D9",54414.512,NA,"D",9
"","",NA,"","","","D10",54414.512,NA,"D",10
"","",NA,"","","","D11",54414.512,NA,"D",11
"","",NA,"","","","D12",54414.512,NA,"D",12
"","",NA,"","","","E1",54414.512,NA,"E",1
"","",NA,"","","","E2",54414.512,NA,"E",2
"","",NA,"","","","E3",54414.512,NA,"E",3
"","",NA,"","","","E4",54414.512,NA,"E",4
"","",NA,"","","","E5",54414.512,NA,"E",5
"","",NA,"","","","E6",54414.512,NA,"E",6
"","",NA,"","","","E7",54414.512,NA,"E",7
"","",NA,"","","","E8",54414.512,NA,"E",8
"","",NA,"","","","E9",54414.512,NA,"E",9
"","",NA,"","","","E10",54414.512,NA,"E",10
"","",NA,"","","","E11",54414.512,NA,"E",11
"","",NA,"","","","E12",54414.512,NA,"E",12
"","",NA,"","","","F1",54414.512,NA,"F",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9sa","F2",54414.512,1.4048,"F",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9sa","F3",54414.512,1.4492,"F",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9sa","F4",54414.512,1.3198,"F",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9sa","F5",54414.512,1.731,"F",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9sa","F6",54414.512,1.3223,"F",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9sa","F7",54414.512,1.2999,"F",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9sa","F8",54414.512,1.3526,"F",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9sa","F9",54414.512,1.3774,"F",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9sa","F10",54414.512,1.4772,"F",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9sa","F11",54414.512,1.1067,"F",11
"","",NA,"","","","F12",54414.512,NA,"F",12
"","",NA,"","","","G1",54414.512,NA,"G",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9sa","G2",54414.512,1.3925,"G",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9sa","G3",54414.512,1.4591,"G",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9sa","G4",54414.512,1.4215,"G",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9sa","G5",54414.512,1.7157,"G",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9sa","G6",54414.512,1.2985,"G",6
